[5.0-9.0] 各位市長會賓 活動即將開始 請盡速入座 謝謝
[9.0-59.8] 市長會賓 活動即將開始 請盡速入座 謝謝
[59.8-74.9] 市長嘉賓 本次會議將接下來進行的是第六場工作坊
[74.9-78.9] 有請張哲文張老師 謝謝
[78.9-81.9] 好 各位老師大家好
[81.9-85.9] 那 剛剛醫藥師保有休息了一陣子
[85.9-89.9] 對 那我們下午 也是我個人的最後一場
[89.9-91.9] 好 努力的把這場看完這樣子
[91.9-95.9] 那 我想說在下午場開始之前
[95.9-99.9] 我想說先把那個上午有一個小部分沒有結束的地方
[4541.5-4543.5] 聲音跟影象都不是問題
[4543.5-4545.5] 問題是在於它如何的讓
[4545.5-4547.5] 我們的人文能夠把它融入
[4547.5-4550.5] 就是能夠把它用來我們所使用
[4550.5-4551.5] 比如說您剛剛問我的那個問題
[4551.5-4553.5] 影象怎麼辦
[4553.5-4554.5] 這是一個很好的問題
[4554.5-4556.5] 那我之所以只有討論文字的原因
[4556.5-4557.5] 是因為我的研究本身
[4557.5-4558.5] 就是侷限於文字
[4558.5-4559.5] 我自己也有侷限
[4559.5-4560.5] 也許是影象對我
[4560.5-4562.5] 藝術史或影象對我來說
[4562.5-4564.5] 當然完全是一個門外漢
[4564.5-4566.5] 因為我自己本身有色弱的問題
[4566.5-4568.5] 我連看顏色跟每個東西都不太一樣
[4568.5-4570.5] 我完全無法研究這個領域
[4570.5-4572.5] 那就是這也代表一件事情就是說
[4572.5-4573.5] 其實每個人的思考
[4573.5-4575.5] 跟每個人的眼界都是有侷限的
[4575.5-4577.5] 那未來其實更重要的是
[4577.5-4578.5] 如何相互的溝通跟討論
[4578.5-4580.5] 比如說像您說的正義很重要
[4580.5-4583.5] 或者像您說的那個影象很重要
[4583.5-4585.5] 但是其實不是隻有這個
[4585.5-4586.5] 我常常
[4586.5-4587.5] 我記得以前曾經
[4587.5-4588.5] 有不知道聽哪個老師
[4588.5-4589.5] 像夏婕老師講過
[4589.5-4591.5] 就是我們在研究那些檔案的時候
[4591.5-4593.5] 我們往往只看到它附在上面的文字
[4593.5-4596.5] 怎麼忘記那個檔案的字是什麼來的
[4596.5-4597.5] 對不對
[4597.5-4600.5] 比如說像我的朋友那個封兆雄
[4600.5-4602.5] 他研究研發、研證
[4602.5-4604.5] 然後他很多很多研證的東西
[4604.5-4605.5] 當時我沒有試過那個研發
[4605.5-4607.5] 根本不知道為什麼以前的研發是苦的
[4607.5-4608.5] 他可能知道
[4608.5-4610.5] 可是那研發的那個製作不能早就結束了
[4610.5-4611.5] 那這些物質的東西
[4611.5-4613.5] 未來該怎麼樣去做記錄
[4613.5-4614.5] 我覺得這也是一個
[4614.5-4617.5] 很值得我們未來去深思的問題
[4617.5-4623.2] 還有老師們有什麼樣的想法嗎
[4623.2-4626.1] 對
[4626.1-4627.1] 好
[4627.1-4628.1] 如果沒有的話
[4628.1-4629.1] 我們接下來
[4629.1-4630.1] 我們派老師
[4630.1-4631.1] 不曉得
[4631.1-4632.1] 因為如果沒有
[4632.1-4634.1] 還是很有興趣想要了解
[4634.1-4636.1] 因為歷史學門
[4636.1-4638.1] 就是就我初步瞭解
[4638.1-4639.1] 當然你們研究很多
[4639.1-4641.1] 都是過去發生的事情
[4641.1-4643.1] 當然希望對於
[4643.1-4645.1] 未來人類遇到問題
[4645.1-4646.1] 可以從過去歷史
[4646.1-4648.1] 找到一些回應
[4648.1-4650.1] 或者是方法
[4650.1-4653.1] 但是對於AI這種東西
[4653.1-4654.1] 幾乎是人類歷史上
[4654.1-4656.1] 從來沒有出現過
[4656.1-4660.1] 那很難用過去曾經發生
[4660.1-4661.1] 甚至我個人都認為
[4661.1-4664.1] 跟以前的科學革命也都不一樣
[4664.1-4666.1] 不能用單純的科學革命的歷史
[4666.1-4668.1] 來理解現在的AI
[4668.1-4669.1] 那如果這樣的話
[4669.1-4671.1] 單純從歷史研究而言的話
[4671.1-4672.1] 我不知道我們的歷史學者
[4672.1-4674.1] 怎麼看待現在所發生的事情
[4674.1-4676.1] 然後我單純只是很好奇
[4676.1-4680.1] 以你的意念來看的話
[4680.1-4682.1] 我覺得
[4682.1-4684.1] 就我所知道的理解啦
[4684.1-4686.1] 還有一個必然的問題
[4686.1-4688.1] 我們以前有農業革命
[4688.1-4690.1] 是因為我們想要值得更好
[4690.1-4691.1] 值得更薄
[4691.1-4692.1] 有工業革命是想要
[4692.1-4694.1] 能夠取得更大更便宜的
[4694.1-4699.1] 更大更便宜的物質的需求
[4699.1-4700.1] 那一樣
[4700.1-4702.1] 我覺得在AI時代之下
[4702.1-4703.1] 其實我們就希望
[4703.1-4704.1] 能夠運轉更快
[4704.1-4705.1] 更容易取得資訊的內容
[4705.1-4707.1] 然後更方便的東西
[4707.1-4709.1] 所以人基本上都是趨近
[4709.1-4710.1] 越來越懶惰
[4710.1-4711.1] 不是懶惰
[4711.1-4712.1] 就是因為懶惰
[4712.1-4713.1] 所以想要發明什麼東西
[4713.1-4715.1] 讓我們更容易的去取得
[4715.1-4716.1] 說真的
[4716.1-4718.1] 如果從一個歷史的專業來講
[4718.1-4720.1] 基本上我們不會
[4720.1-4721.1] 我們無法預測未來
[4721.1-4723.1] 真的是無法預測未來
[4723.1-4725.1] 但是我們基本上
[4725.1-4726.1] 人之所以活著
[4726.1-4728.1] 這麼活著跟這麼設想
[4728.1-4730.1] 通常都是因為過去的積累
[4730.1-4732.1] 這樣逐漸逐漸到現在這樣
[4732.1-4734.1] 那我們只能夠告訴
[4734.1-4736.1] 就是我們的讀者說
[4736.1-4738.1] 我們之所以現代社會是如此
[4738.1-4740.1] 是因為我們過去的歷史的連結是這樣
[4740.1-4741.1] 那未來怎麼樣
[4741.1-4742.1] 真的是未來的想像
[4742.1-4744.1] 跟未來的人怎麼樣
[4744.1-4745.1] 可是
[4745.1-4747.1] 有時候人們在往前的過程中
[4747.1-4750.1] 也必須資於自己過去的侷限性
[4750.1-4751.1] 不斷的往前
[4751.1-4753.1] 這過程中必然一定會有所的
[4753.1-4754.1] 怎麼講
[4754.1-4756.1] 有所的挫折
[4756.1-4757.1] 有所的
[4757.1-4759.1] 有一些問題的出現
[4759.1-4761.1] 比如說我們常常會講一件事情
[4761.1-4762.1] 科技進步
[4762.1-4763.1] 但人的思維跟不上
[4763.1-4764.1] 才會引起什麼
[4764.1-4766.1] 核資武器
[4766.1-4767.1] 核資武器用在核能
[4767.1-4768.1] 可能是好
[4768.1-4769.1] 但有核能的問題
[4769.1-4770.1] 但是如果它拿來去攻擊別人
[4770.1-4771.1] 然後攻擊別人的時候
[4771.1-4772.1] 就非常多的問題
[4772.1-4773.1] 有時候
[4773.1-4774.1] 我們如果沒有人
[4774.1-4776.1] 我們如果沒有人文的思索
[4776.1-4777.1] 人文的思考
[4777.1-4779.1] 就沒有辦法讓
[4779.1-4780.1] 就沒有辦法
[4780.1-4781.1] 因為其實我講
[4781.1-4783.1] 人都有一個很大的缺陷
[4783.1-4784.1] 那個缺陷就是自大
[4784.1-4786.1] 如果我們不看歷史的話
[4786.1-4788.1] 我們就不會把自己
[4788.1-4790.1] 設在一個框框裡面去
[4790.1-4792.1] 不讓自己過於自大
[4792.1-4793.1] 而引發更多的悲劇
[4793.1-4794.1] 雖然我不是一個基督徒
[4794.1-4796.1] 但我覺得基督教有一個很有趣的東西
[4796.1-4798.1] 叫做原罪的概念
[4798.1-4800.1] 人必須要把自己放在那個
[4800.1-4801.1] 原罪的概念
[4801.1-4803.1] 才能夠知道自己的有限
[4803.1-4804.1] 才能夠避免
[4804.1-4806.1] 一些悲劇的混戰
[4806.1-4808.1] 這是我自己個人的想法
[4808.1-4814.4] 謝謝
[4814.4-4815.4] 老師
[4815.4-4819.2] 請問
[4819.2-4822.2] 是放在研究領域是世界史
[4822.2-4824.2] 其實我認為這個
[4824.2-4826.2] 怎麼AI工具
[4826.2-4827.2] 結合張老師的
[4827.2-4829.2] 我想跟王老師就是
[4829.2-4832.2] 我們以一個人文價值
[4832.2-4833.2] 其實這裡面
[4833.2-4835.2] AI可以協助我們做的是
[4835.2-4836.2] 面對學生
[4836.2-4839.2] 怎麼去進行一個多維度思維模式
[4839.2-4841.2] 這是最難的
[4841.2-4842.2] 就是不是隻是
[4842.2-4843.2] 一個敘事
[4843.2-4844.2] 它會是一個很線性的
[4844.2-4848.2] 可是透過AI可以協助比較成熟的學者
[4848.2-4850.2] 他去累積
[4850.2-4852.2] 可能有些大量的資料
[4852.2-4854.2] 這些資料是我們過去沒有去注意到的
[4854.2-4859.2] 所以是可以協助我們去建立起
[4859.2-4861.2] 建立起不見得是外在的
[4861.2-4864.2] 外掛的這種所謂的結構性的思維模式
[4864.2-4866.2] 是我們自己的視野
[4866.2-4869.2] 然後可能不見得會去強化
[4869.2-4871.2] 可以協助我們打破原來
[4871.2-4874.2] 看事情或看歷史
[4874.2-4879.2] 或看這些在事實邏輯之間的這個嚴密度
[4879.2-4881.2] 我們過去可能只有一筆資料
[4881.2-4882.2] 或某一個特定的
[4882.2-4884.2] 那透過大量的資料之後
[4884.2-4887.2] 讓我們能夠去重新的
[4887.2-4890.2] 重新的對過去的某個線性的敘事
[4890.2-4893.2] 進行一個也就是檢驗
[4893.2-4894.2] 那這個最後怎麼達到
[4894.2-4896.2] 所謂的人文的價值
[4896.2-4897.2] 那我們想我們在座
[4897.2-4899.2] 都沒有人要去否定它
[4899.2-4900.2] 而這顆我覺得有一個
[4900.2-4903.2] 是在現場就是在教學現場
[4903.2-4906.2] 學生怎麼在大一大二的時候
[4906.2-4911.2] 因為這個多維度的思維的模式
[4911.2-4912.2] 我用模式也不是結構
[4912.2-4913.2] 不是要去談那個
[4913.2-4915.2] 很物理性的外掛式的
[4915.2-4917.2] 本來就很難
[4917.2-4918.2] 我覺得我們任何一位
[4918.2-4921.2] 從研究所到博士到成熟學者之間
[4921.2-4924.2] 其實是一直有一個底氣
[4924.2-4926.2] 來面對自己的不足
[4926.2-4927.2] 可不足也就是說
[4927.2-4929.2] 原來我之前就是有一個很
[4929.2-4932.2] 我會在教學上用
[4932.2-4934.2] 就是一種
[4934.2-4936.2] 一種後攝分析的能力
[4936.2-4938.2] 那相較於可能十年前我只看
[4938.2-4941.2] 只看法文的資料
[4941.2-4945.2] 而我沒有去參考其他的語文的資料
[4945.2-4946.2] 那我可能只能對於
[4946.2-4949.2] 可是萬物都聯絡在一塊的
[4949.2-4951.2] 就那之後怎麼加
[4951.2-4953.2] 或者是隻看英語的資料
[4953.2-4955.2] 那現在可以多點多點維度
[4955.2-4959.2] 不只是說翻譯或資料的累積
[4959.2-4963.2] 我覺得是回到我們多維度思維模式
[4963.2-4964.2] 在高等教育端
[4964.2-4967.2] 在一個學術累積中
[4967.2-4969.2] 不是隻是知識越來越多
[4969.2-4972.2] 是我們對世界的理解
[4972.2-4974.2] 就是正在變化的世界
[4974.2-4975.2] 我們掌握
[4975.2-4977.2] 我們既有的知識
[4977.2-4978.2] 寫出來的研究成果
[4978.2-4980.2] 是能夠解釋嗎
[4980.2-4981.2] 如果不足
[4981.2-4983.2] 為什麼需要跨學科
[4983.2-4985.2] 那也包括這個AI的使用
[4985.2-4986.2] 能夠讓我們有更多的
[4986.2-4988.2] 更多的訊息
[4988.2-4989.2] 當然
[4989.2-4991.2] 張老師每次又回答
[4991.2-4992.2] 又回到人性
[4992.2-4993.2] 所以最後是
[4993.2-4995.2] 築起心牆的也是人自己
[4995.2-4996.2] 就是這是
[4996.2-4998.2] 這個是不斷的
[4998.2-4999.2] 個人的
[4999.2-5001.2] 或者是整個人群的
[5001.2-5003.2] 就是怎麼又是要多維度思維
[5003.2-5005.2] 可是又是有很多的恐懼
[5005.2-5007.2] 有很多的設限
[5007.2-5009.2] 那怎麼去讓自己開啟來
[5009.2-5012.2] 我想這是我們在教學現場
[5012.2-5015.2] 就是跟著學生一起去思考
[5015.2-5016.2] 我們既有的知識
[5016.2-5018.2] 我們既有的認知
[5018.2-5019.2] 對改變中的世界
[5019.2-5022.2] 是足夠去解釋的
[5022.2-5023.2] 如果不夠的話
[5023.2-5026.2] 還可以透過AI的這種工具
[5026.2-5030.2] 怎麼做更周全的
[5030.2-5034.2] 更周全的一個專案的思考
[5034.2-5036.2] 謝謝
[5036.2-5037.2] 可以嗎
[5037.2-5038.2] 好
[5038.2-5039.2] 謝謝張老師的分享
[5039.2-5041.2] 讓我想到一個
[5041.2-5042.2] 我們的確對於未來
[5042.2-5044.2] 是很難想像的
[5044.2-5045.2] 但是在我們同一個
[5045.2-5046.2] 現在的世界
[5046.2-5047.2] 我們可以看看別的領域
[5047.2-5050.2] 有些領域已經被AI攻克
[5050.2-5053.2] 然後你看看那些領域剩下什麼
[5053.2-5054.2] 我老說我這問題
[5054.2-5055.2] 不是要提問答案
[5055.2-5057.2] 我是說我自己也常常想這個問題
[5057.2-5058.2] 最明顯一個
[5058.2-5059.2] 大家知道十年前
[5059.2-5060.2] 2016年那時候
[5060.2-5062.2] APAGO出現
[5062.2-5064.2] 後來那個危機就
[5064.2-5065.2] 已經沒有人再去認為
[5065.2-5067.2] 他可以贏得過AI了
[5067.2-5069.2] 然後而且那時候柯傑
[5069.2-5072.2] 柯傑跟那個比賽的時候
[5072.2-5073.2] 他後來輸了嘛
[5073.2-5074.2] 痛哭
[5074.2-5076.2] 他覺得他要跟上帝下棋
[5076.2-5077.2] 因為他完全不知道
[5077.2-5079.2] 這個APAGO怎麼下這個東西
[5079.2-5081.2] 那也就是說
[5081.2-5083.2] 他的意思是說
[5083.2-5084.2] 在過去幾千年來
[5084.2-5085.2] 人類
[5085.2-5086.2] 特別中國
[5086.2-5089.2] 所累積對這個危機的整個理解
[5089.2-5090.2] 那個食物文化
[5090.2-5092.2] 還有各種流派
[5092.2-5095.2] 在這個AI的理解下
[5095.2-5097.2] 幾乎是不值得理解
[5097.2-5099.2] 或說這整個大理念的
[5099.2-5101.2] 類似理解其中一個小小部分
[5101.2-5102.2] 我會擔心喔
[5102.2-5105.2] 我們對於過去的歷史資料
[5105.2-5106.2] 也可能類似到
[5106.2-5108.2] 歷史資料看起來很多
[5108.2-5110.2] 但是它總是一個範圍
[5110.2-5113.2] 然後我們真的把這些資料結構化以後
[5113.2-5115.2] 誰能夠理解這東西
[5115.2-5117.2] 絕對是AI更容易
[5117.2-5119.2] 我們所知道的很可能
[5119.2-5120.2] 例如說我們現在對於
[5120.2-5122.2] 某個歷史的解釋
[5122.2-5124.2] 到後來AI把那些資料串在一起
[5124.2-5126.2] 然後發現原來還有另外一個角度去看
[5126.2-5128.2] 是我們以前從來沒想過的
[5128.2-5129.2] 可是我的意思是說
[5129.2-5130.2] 困難是說
[5130.2-5132.2] 那時候我們會對這個結果
[5132.2-5134.2] 會產生一個
[5134.2-5135.2] 可能會有一個很奇怪的感覺
[5135.2-5137.2] 就像現在的數學
[5137.2-5139.2] 現在數學家如果大家注意新聞的話
[5139.2-5140.2] 最近數學
[5140.2-5141.2] 那個OpenAI和Cloud
[5141.2-5144.2] 已經解了很多幾百年的數學
[5144.2-5145.2] 沒有辦法解問題
[5145.2-5147.2] 但是它那個解的方法是非常長
[5147.2-5149.2] 一百多頁 兩百多頁的論文
[5149.2-5151.2] 根本連數學都讓自己看懂
[5151.2-5152.2] 那到底是不是對
[5152.2-5153.2] 也就是說這時候
[5153.2-5154.2] 以前是
[5154.2-5156.2] 大家花很多時間慢慢去理解
[5156.2-5157.2] 然後覺得喔
[5157.2-5158.2] 這是一個知識的遺產
[5158.2-5159.2] 但是後來發現這個遺產
[5159.2-5161.2] 在AI面前幾乎是
[5161.2-5164.2] 隨便幾個晚上就出現了
[5164.2-5165.2] 然後我就覺得說
[5165.2-5167.2] 我們現在對於所謂強調人文
[5167.2-5168.2] 強調這個價值
[5168.2-5171.2] 強調跟家產的共鳴
[5171.2-5173.2] 我擔心後來有段時間
[5173.2-5175.2] 等到我們這些文字
[5175.2-5176.2] 真的已經結構化以後
[5176.2-5177.2] 然後丟到資料庫
[5177.2-5179.2] 然後我就放幾個AI的
[5179.2-5180.2] 全部去跑
[5180.2-5182.2] 我放一萬個AI的去跑
[5182.2-5183.2] 一個禮拜以後
[5183.2-5185.2] 所出來的歷史理論
[5185.2-5187.2] 搞不好會讓我們很多人會覺得
[5187.2-5188.2] 那我過去的理論
[5188.2-5189.2] 好像就沒有意義
[5189.2-5190.2] 這時候還要寫論文
[5190.2-5191.2] 就很奇怪的事情
[5191.2-5192.2] 就如同說
[5192.2-5194.2] 現在還要去下圍棋
[5194.2-5196.2] 那當然不是說為了贏
[5196.2-5198.2] 下圍棋就變成是一種遊戲
[5198.2-5199.2] 就是大家的享受
[5199.2-5202.2] 但是那時候我們就
[5202.2-5203.2] 我們要這樣思想
[5203.2-5205.2] 我們現在所做的學術
[5205.2-5206.2] 不是隻是歷史
[5206.2-5208.2] 包括數學、自然界
[5208.2-5210.2] 我們做的學術
[5210.2-5211.2] 到後來搞不好不見得是
[5211.2-5212.2] 真的是探求真相
[5212.2-5215.2] 而是真的是人類的一個享受
[5215.2-5218.2] 然後但是因為我們所知道的
[5218.2-5219.2] 因為我們知道
[5219.2-5222.2] 那AI可以能處理的知識
[5222.2-5223.2] 可能越來越多於我們
[5223.2-5224.2] 然後
[5224.2-5226.2] 我們只能去研究一些
[5226.2-5228.2] 我們自己瞭解的部分
[5228.2-5229.2] 我感覺好像是這樣
[5229.2-5230.2] 如果從我們現在看
[5230.2-5231.2] 其他領域的結果
[5231.2-5232.2] 未來搞不好
[5232.2-5233.2] 那麼領域也會遇到
[5233.2-5235.2] 一點這樣的問題
[5235.2-5236.2] 那不好意思
[5236.2-5241.7] 那還有老師有什麼想法嗎
[5241.7-5242.7] 我覺得很值得我們去
[5242.7-5244.7] 進一步的思考
[5244.7-5245.7] 或探究這樣
[5245.7-5247.7] 對吧
[5247.7-5248.7] 時間到了
[5248.7-5249.7] 好
[5249.7-5251.7] 那我們今天的這門課
[5251.7-5252.7] 就到這邊
[5252.7-5253.7] 然後謝謝各位
[5253.7-5255.7] 謝謝
